,0
hour_sin,0.15501172656663817
hour_cos,0.03143466857779329
bg-2:00,0.004043304190158246
bg-1:55,0.0
bg-1:50,0.0
bg-1:45,0.0
bg-1:40,0.022696108068623974
bg-1:35,0.0
bg-1:30,0.0
bg-1:25,0.0
bg-1:20,0.0
bg-1:15,0.014012615282696945
bg-1:10,0.0
bg-1:05,0.014721184413461754
bg-1:00,0.030804909803178994
bg-0:55,0.0
bg-0:50,0.0
bg-0:45,0.0383884441320098
bg-0:40,0.0
bg-0:35,0.0
bg-0:30,0.0
bg-0:25,0.10191291078838213
bg-0:20,0.0
bg-0:15,0.42276618293822815
bg-0:10,0.49172749481672345
bg-0:05,3.4530518854145895
bg-0:00,6.432394497599826
insulin-2:00,0.0021580766098286135
insulin-1:55,0.002197709321884264
insulin-1:50,0.002846603350563328
insulin-1:45,0.0
insulin-1:40,0.0008468192590203104
insulin-1:35,0.000588605943807256
insulin-1:30,0.0015372805846718752
insulin-1:25,0.0007682352521052885
insulin-1:20,0.0023609156488334625
insulin-1:15,0.006598096405109043
insulin-1:10,0.009210159543539443
insulin-1:05,0.012878614678169246
insulin-1:00,0.016497169911913735
insulin-0:55,0.02024112407867565
insulin-0:50,0.024238297043837738
insulin-0:45,0.02937747167590849
insulin-0:40,0.03572316318183076
insulin-0:35,0.04279781293740999
insulin-0:30,0.046913703892859496
insulin-0:25,0.04840081792817019
insulin-0:20,0.04068044961648496
insulin-0:15,0.0281408817685801
insulin-0:10,0.014287941004815164
insulin-0:05,0.0002832568477610694
insulin-0:00,0.008860965556931529
hr-2:00,0.01124236668814503
hr-1:55,0.0072871949850262085
hr-1:50,0.007991152417600863
hr-1:45,0.008985659391129507
hr-1:40,0.021373873033686947
hr-1:35,0.013169976250241182
hr-1:30,0.008182153428340694
hr-1:25,0.006801743495097388
hr-1:20,0.013681527249312804
hr-1:15,0.0
hr-1:10,0.00885338423831461
hr-1:05,0.013267209466081358
hr-1:00,0.0
hr-0:55,0.0
hr-0:50,0.024515130480862006
hr-0:45,0.022066149209935642
hr-0:40,0.029158765678080917
hr-0:35,0.028885055276976195
hr-0:30,0.014415349294817853
hr-0:25,0.000786941151735728
hr-0:20,0.01540891532627221
hr-0:15,0.04019916214526619
hr-0:10,0.06341310441524503
hr-0:05,0.04927146199369911
hr-0:00,0.015261109159494045
steps-2:00,0.007254703913689913
steps-1:55,0.0036728208322005587
steps-1:50,0.005970049665526404
steps-1:45,0.0073016339115348225
steps-1:40,0.005308552903161786
steps-1:35,0.014431241900686235
steps-1:30,0.013772361214714394
steps-1:25,0.0035300377869684116
steps-1:20,0.008371250228554951
steps-1:15,0.009185487220790113
steps-1:10,0.007231459684248495
steps-1:05,0.012145283162139541
steps-1:00,0.024299660599281046
steps-0:55,0.0
steps-0:50,0.003236843233038701
steps-0:45,0.006019159003678356
steps-0:40,0.011246867898971351
steps-0:35,0.014007308803666043
steps-0:30,0.015804470365312136
steps-0:25,0.0238735777657111
steps-0:20,0.03138653310318343
steps-0:15,0.02771332855013093
steps-0:10,0.028678125949081583
steps-0:05,0.005887730313851598
steps-0:00,0.06767030845720061
cals-2:00,0.0
cals-1:55,0.006783548350261524
cals-1:50,0.004394940578778454
cals-1:45,0.0
cals-1:40,0.01091004414777609
cals-1:35,0.005869338757396987
cals-1:30,0.0
cals-1:25,0.007624725615236064
cals-1:20,0.0015699703344962163
cals-1:15,0.00474366869497958
cals-1:10,0.0026734963809141392
cals-1:05,0.0041343905926730234
cals-1:00,0.023946450274418607
cals-0:55,0.007505761249268447
cals-0:50,0.0
cals-0:45,0.004973660840601597
cals-0:40,0.0030765289036947447
cals-0:35,0.00585588957807151
cals-0:30,0.0035536060565741143
cals-0:25,0.0019934401223158575
cals-0:20,0.0
cals-0:15,0.006372051001297565
cals-0:10,0.006371839426253396
cals-0:05,0.01278189113461158
cals-0:00,0.07022641947578473
p_num_p02,0.2191508063837962
p_num_p04,0.30746005700273965
p_num_p05,0.13239472128233076
p_num_p06,0.1684167687091592
p_num_p10,0.7368295376720067
p_num_p11,0.18857028334840767
p_num_p12,0.028147358566380405
p_num_p15,0.18733350189532333
p_num_p16,0.24549355546614915
p_num_p18,0.4378617991020311
p_num_p19,0.008455996380250307
p_num_p21,0.6179356067218743
p_num_p22,0.22300101828539987
p_num_p24,0.269955993920212
